slot_id,provider_id,clinic_id,specialty,slot_start_ts,slot_end_ts,modality,visit_type,slot_status,base_priority_score
SL00233,PR002,CL002,primary_care,2026-05-01T13:00:00,2026-05-01T13:40:00,in_person,existing_concern,open,0.87
SL00234,PR002,CL002,primary_care,2026-05-01T13:30:00,2026-05-01T14:10:00,in_person,follow_up,open,0.79
SL00235,PR002,CL002,primary_care,2026-05-01T14:00:00,2026-05-01T14:40:00,in_person,follow_up,open,0.4
SL00236,PR002,CL002,primary_care,2026-05-01T14:30:00,2026-05-01T15:10:00,in_person,follow_up,open,0.95
SL00237,PR002,CL002,primary_care,2026-05-01T15:00:00,2026-05-01T15:40:00,in_person,follow_up,open,0.55
SL00238,PR002,CL002,primary_care,2026-05-01T15:30:00,2026-05-01T16:10:00,in_person,follow_up,open,0.78
SL00239,PR002,CL002,primary_care,2026-05-01T16:00:00,2026-05-01T16:40:00,in_person,existing_concern,open,0.59
SL00240,PR002,CL002,primary_care,2026-05-01T16:30:00,2026-05-01T17:10:00,in_person,existing_concern,open,0.83
SL00241,PR002,CL002,primary_care,2026-05-04T08:00:00,2026-05-04T08:40:00,in_person,follow_up,open,0.5
SL00242,PR002,CL002,primary_care,2026-05-04T08:30:00,2026-05-04T09:10:00,in_person,new_issue,open,0.61
SL00243,PR002,CL002,primary_care,2026-05-04T09:00:00,2026-05-04T09:40:00,in_person,new_issue,open,0.58
SL00244,PR002,CL002,primary_care,2026-05-04T09:30:00,2026-05-04T10:10:00,in_person,follow_up,open,0.63
SL00245,PR002,CL002,primary_care,2026-05-04T10:00:00,2026-05-04T10:40:00,in_person,new_issue,open,0.71
SL00246,PR002,CL002,primary_care,2026-05-04T10:30:00,2026-05-04T11:10:00,in_person,follow_up,held,0.83
SL00247,PR002,CL002,primary_care,2026-05-04T11:00:00,2026-05-04T11:40:00,in_person,existing_concern,open,0.8
SL00248,PR002,CL002,primary_care,2026-05-04T11:30:00,2026-05-04T12:10:00,in_person,follow_up,open,0.42
SL00249,PR002,CL002,primary_care,2026-05-04T13:00:00,2026-05-04T13:40:00,in_person,follow_up,held,0.77
SL00250,PR002,CL002,primary_care,2026-05-04T13:30:00,2026-05-04T14:10:00,in_person,new_issue,open,0.68
SL00251,PR002,CL002,primary_care,2026-05-04T14:00:00,2026-05-04T14:40:00,in_person,new_issue,blocked,0.67
SL00252,PR002,CL002,primary_care,2026-05-04T14:30:00,2026-05-04T15:10:00,in_person,existing_concern,held,0.72
SL00253,PR002,CL002,primary_care,2026-05-04T15:00:00,2026-05-04T15:40:00,in_person,new_issue,open,0.6
SL00254,PR002,CL002,primary_care,2026-05-04T15:30:00,2026-05-04T16:10:00,in_person,follow_up,open,0.46
SL00255,PR002,CL002,primary_care,2026-05-04T16:00:00,2026-05-04T16:40:00,in_person,existing_concern,open,0.91
SL00256,PR002,CL002,primary_care,2026-05-04T16:30:00,2026-05-04T17:10:00,in_person,existing_concern,open,0.56
SL00257,PR002,CL002,primary_care,2026-05-05T08:00:00,2026-05-05T08:40:00,in_person,follow_up,open,0.75
SL00258,PR002,CL002,primary_care,2026-05-05T08:30:00,2026-05-05T09:10:00,in_person,follow_up,open,0.75
SL00259,PR002,CL002,primary_care,2026-05-05T09:00:00,2026-05-05T09:40:00,in_person,existing_concern,open,0.83
SL00260,PR002,CL002,primary_care,2026-05-05T09:30:00,2026-05-05T10:10:00,in_person,existing_concern,open,0.4
SL00261,PR002,CL002,primary_care,2026-05-05T10:00:00,2026-05-05T10:40:00,in_person,follow_up,open,0.72
SL00262,PR002,CL002,primary_care,2026-05-05T10:30:00,2026-05-05T11:10:00,in_person,new_issue,open,0.82
SL00263,PR002,CL002,primary_care,2026-05-05T11:00:00,2026-05-05T11:40:00,in_person,existing_concern,held,0.68
SL00264,PR002,CL002,primary_care,2026-05-05T11:30:00,2026-05-05T12:10:00,in_person,existing_concern,open,0.73
SL00265,PR002,CL002,primary_care,2026-05-05T13:00:00,2026-05-05T13:40:00,in_person,new_issue,open,0.68
SL00266,PR002,CL002,primary_care,2026-05-05T13:30:00,2026-05-05T14:10:00,in_person,new_issue,open,0.92
SL00267,PR002,CL002,primary_care,2026-05-05T14:00:00,2026-05-05T14:40:00,in_person,follow_up,open,0.84
SL00268,PR002,CL002,primary_care,2026-05-05T14:30:00,2026-05-05T15:10:00,in_person,existing_concern,open,0.82
SL00269,PR002,CL002,primary_care,2026-05-05T15:00:00,2026-05-05T15:40:00,in_person,new_issue,open,0.59
SL00270,PR002,CL002,primary_care,2026-05-05T15:30:00,2026-05-05T16:10:00,in_person,new_issue,open,0.45
SL00271,PR002,CL002,primary_care,2026-05-05T16:00:00,2026-05-05T16:40:00,in_person,follow_up,open,0.74
SL00272,PR002,CL002,primary_care,2026-05-05T16:30:00,2026-05-05T17:10:00,in_person,new_issue,open,0.62
SL00273,PR003,CL001,cardiology,2026-04-22T08:00:00,2026-04-22T08:20:00,in_person,follow_up,open,0.53
SL00274,PR003,CL001,cardiology,2026-04-22T08:30:00,2026-04-22T08:50:00,in_person,new_issue,open,0.72
SL00275,PR003,CL001,cardiology,2026-04-22T09:00:00,2026-04-22T09:20:00,in_person,follow_up,open,0.88
SL00276,PR003,CL001,cardiology,2026-04-22T09:30:00,2026-04-22T09:50:00,in_person,follow_up,open,0.54
SL00277,PR003,CL001,cardiology,2026-04-22T10:00:00,2026-04-22T10:20:00,in_person,new_issue,open,0.61
SL00278,PR003,CL001,cardiology,2026-04-22T10:30:00,2026-04-22T10:50:00,telehealth,existing_concern,open,0.57
SL00279,PR003,CL001,cardiology,2026-04-22T11:00:00,2026-04-22T11:20:00,telehealth,follow_up,open,0.88
SL00280,PR003,CL001,cardiology,2026-04-22T11:30:00,2026-04-22T11:50:00,in_person,new_issue,open,0.61
SL00281,PR003,CL001,cardiology,2026-04-22T13:00:00,2026-04-22T13:20:00,in_person,follow_up,open,0.6
SL00282,PR003,CL001,cardiology,2026-04-22T13:30:00,2026-04-22T13:50:00,in_person,existing_concern,open,0.58
SL00283,PR003,CL001,cardiology,2026-04-22T14:00:00,2026-04-22T14:20:00,telehealth,new_issue,blocked,0.63
SL00284,PR003,CL001,cardiology,2026-04-22T14:30:00,2026-04-22T14:50:00,in_person,existing_concern,open,0.51
SL00285,PR003,CL001,cardiology,2026-04-22T15:00:00,2026-04-22T15:20:00,in_person,follow_up,open,0.42
SL00286,PR003,CL001,cardiology,2026-04-22T15:30:00,2026-04-22T15:50:00,telehealth,new_issue,open,0.49
SL00287,PR003,CL001,cardiology,2026-04-22T16:00:00,2026-04-22T16:20:00,telehealth,new_issue,open,0.55
SL00288,PR003,CL001,cardiology,2026-04-22T16:30:00,2026-04-22T16:50:00,in_person,existing_concern,open,0.86
SL00289,PR003,CL001,cardiology,2026-04-23T08:00:00,2026-04-23T08:20:00,in_person,follow_up,open,0.8
SL00290,PR003,CL001,cardiology,2026-04-23T08:30:00,2026-04-23T08:50:00,in_person,existing_concern,blocked,0.51
SL00291,PR003,CL001,cardiology,2026-04-23T09:00:00,2026-04-23T09:20:00,in_person,existing_concern,open,0.87
SL00292,PR003,CL001,cardiology,2026-04-23T09:30:00,2026-04-23T09:50:00,telehealth,new_issue,held,0.95
SL00293,PR003,CL001,cardiology,2026-04-23T10:00:00,2026-04-23T10:20:00,telehealth,follow_up,open,0.6
SL00294,PR003,CL001,cardiology,2026-04-23T10:30:00,2026-04-23T10:50:00,in_person,follow_up,open,0.52
SL00295,PR003,CL001,cardiology,2026-04-23T11:00:00,2026-04-23T11:20:00,in_person,existing_concern,open,0.7
SL00296,PR003,CL001,cardiology,2026-04-23T11:30:00,2026-04-23T11:50:00,in_person,existing_concern,open,0.61
SL00297,PR003,CL001,cardiology,2026-04-23T13:00:00,2026-04-23T13:20:00,telehealth,existing_concern,open,0.57
SL00298,PR003,CL001,cardiology,2026-04-23T13:30:00,2026-04-23T13:50:00,in_person,existing_concern,open,0.5
SL00299,PR003,CL001,cardiology,2026-04-23T14:00:00,2026-04-23T14:20:00,in_person,follow_up,open,0.89
SL00300,PR003,CL001,cardiology,2026-04-23T14:30:00,2026-04-23T14:50:00,in_person,existing_concern,held,0.84
SL00301,PR003,CL001,cardiology,2026-04-23T15:00:00,2026-04-23T15:20:00,in_person,new_issue,open,0.57
SL00302,PR003,CL001,cardiology,2026-04-23T15:30:00,2026-04-23T15:50:00,in_person,follow_up,open,0.79
SL00303,PR003,CL001,cardiology,2026-04-23T16:00:00,2026-04-23T16:20:00,in_person,follow_up,open,0.9
SL00304,PR003,CL001,cardiology,2026-04-23T16:30:00,2026-04-23T16:50:00,telehealth,existing_concern,open,0.47
SL00305,PR003,CL001,cardiology,2026-04-24T08:00:00,2026-04-24T08:20:00,in_person,follow_up,open,0.76
SL00306,PR003,CL001,cardiology,2026-04-24T08:30:00,2026-04-24T08:50:00,in_person,follow_up,open,0.79
SL00307,PR003,CL001,cardiology,2026-04-24T09:00:00,2026-04-24T09:20:00,in_person,new_issue,blocked,0.62
SL00308,PR003,CL001,cardiology,2026-04-24T09:30:00,2026-04-24T09:50:00,telehealth,new_issue,open,0.46
SL00309,PR003,CL001,cardiology,2026-04-24T10:00:00,2026-04-24T10:20:00,telehealth,existing_concern,open,0.77
SL00310,PR003,CL001,cardiology,2026-04-24T10:30:00,2026-04-24T10:50:00,in_person,new_issue,open,0.64
SL00311,PR003,CL001,cardiology,2026-04-24T11:00:00,2026-04-24T11:20:00,in_person,new_issue,open,0.42
SL00312,PR003,CL001,cardiology,2026-04-24T11:30:00,2026-04-24T11:50:00,in_person,existing_concern,open,0.5
SL00313,PR003,CL001,cardiology,2026-04-24T13:00:00,2026-04-24T13:20:00,in_person,existing_concern,open,0.69
SL00314,PR003,CL001,cardiology,2026-04-24T13:30:00,2026-04-24T13:50:00,in_person,existing_concern,open,0.59
SL00315,PR003,CL001,cardiology,2026-04-24T14:00:00,2026-04-24T14:20:00,in_person,new_issue,open,0.83
SL00316,PR003,CL001,cardiology,2026-04-24T14:30:00,2026-04-24T14:50:00,in_person,new_issue,open,0.72
SL00317,PR003,CL001,cardiology,2026-04-24T15:00:00,2026-04-24T15:20:00,telehealth,new_issue,blocked,0.77
SL00318,PR003,CL001,cardiology,2026-04-24T15:30:00,2026-04-24T15:50:00,in_person,follow_up,open,0.9
SL00319,PR003,CL001,cardiology,2026-04-24T16:00:00,2026-04-24T16:20:00,telehealth,new_issue,open,0.81
SL00320,PR003,CL001,cardiology,2026-04-24T16:30:00,2026-04-24T16:50:00,telehealth,existing_concern,open,0.55
SL00321,PR003,CL001,cardiology,2026-04-28T08:00:00,2026-04-28T08:20:00,in_person,follow_up,held,0.78
SL00322,PR003,CL001,cardiology,2026-04-28T08:30:00,2026-04-28T08:50:00,telehealth,existing_concern,open,0.75
SL00323,PR003,CL001,cardiology,2026-04-28T09:00:00,2026-04-28T09:20:00,in_person,existing_concern,open,0.78
SL00324,PR003,CL001,cardiology,2026-04-28T09:30:00,2026-04-28T09:50:00,in_person,existing_concern,open,0.91
SL00325,PR003,CL001,cardiology,2026-04-28T10:00:00,2026-04-28T10:20:00,in_person,follow_up,open,0.42
SL00326,PR003,CL001,cardiology,2026-04-28T10:30:00,2026-04-28T10:50:00,telehealth,existing_concern,open,0.7
SL00327,PR003,CL001,cardiology,2026-04-28T11:00:00,2026-04-28T11:20:00,telehealth,new_issue,open,0.54
SL00328,PR003,CL001,cardiology,2026-04-28T11:30:00,2026-04-28T11:50:00,in_person,new_issue,open,0.63
SL00329,PR003,CL001,cardiology,2026-04-28T13:00:00,2026-04-28T13:20:00,in_person,existing_concern,open,0.48
SL00330,PR003,CL001,cardiology,2026-04-28T13:30:00,2026-04-28T13:50:00,telehealth,follow_up,open,0.53
SL00331,PR003,CL001,cardiology,2026-04-28T14:00:00,2026-04-28T14:20:00,in_person,new_issue,open,0.64
SL00332,PR003,CL001,cardiology,2026-04-28T14:30:00,2026-04-28T14:50:00,telehealth,follow_up,open,0.47
SL00333,PR003,CL001,cardiology,2026-04-28T15:00:00,2026-04-28T15:20:00,telehealth,new_issue,open,0.53
SL00334,PR003,CL001,cardiology,2026-04-28T15:30:00,2026-04-28T15:50:00,telehealth,new_issue,open,0.82
SL00335,PR003,CL001,cardiology,2026-04-28T16:00:00,2026-04-28T16:20:00,in_person,existing_concern,open,0.73
SL00336,PR003,CL001,cardiology,2026-04-28T16:30:00,2026-04-28T16:50:00,in_person,follow_up,open,0.46
SL00337,PR003,CL001,cardiology,2026-04-29T08:00:00,2026-04-29T08:20:00,in_person,follow_up,open,0.43
SL00338,PR003,CL001,cardiology,2026-04-29T08:30:00,2026-04-29T08:50:00,in_person,follow_up,open,0.79
SL00339,PR003,CL001,cardiology,2026-04-29T09:00:00,2026-04-29T09:20:00,in_person,new_issue,open,0.64
SL00340,PR003,CL001,cardiology,2026-04-29T09:30:00,2026-04-29T09:50:00,telehealth,follow_up,open,0.71
SL00341,PR003,CL001,cardiology,2026-04-29T10:00:00,2026-04-29T10:20:00,in_person,new_issue,open,0.94
SL00342,PR003,CL001,cardiology,2026-04-29T10:30:00,2026-04-29T10:50:00,in_person,new_issue,open,0.58
SL00343,PR003,CL001,cardiology,2026-04-29T11:00:00,2026-04-29T11:20:00,telehealth,existing_concern,open,0.75
SL00344,PR003,CL001,cardiology,2026-04-29T11:30:00,2026-04-29T11:50:00,in_person,follow_up,open,0.7
SL00345,PR003,CL001,cardiology,2026-04-29T13:00:00,2026-04-29T13:20:00,in_person,follow_up,held,0.75
SL00346,PR003,CL001,cardiology,2026-04-29T13:30:00,2026-04-29T13:50:00,telehealth,existing_concern,held,0.76
SL00347,PR003,CL001,cardiology,2026-04-29T14:00:00,2026-04-29T14:20:00,in_person,existing_concern,open,0.48
SL00348,PR003,CL001,cardiology,2026-04-29T14:30:00,2026-04-29T14:50:00,in_person,new_issue,open,0.86
SL00349,PR003,CL001,cardiology,2026-04-29T15:00:00,2026-04-29T15:20:00,in_person,follow_up,open,0.75
SL00350,PR003,CL001,cardiology,2026-04-29T15:30:00,2026-04-29T15:50:00,telehealth,new_issue,open,0.8
SL00351,PR003,CL001,cardiology,2026-04-29T16:00:00,2026-04-29T16:20:00,in_person,existing_concern,open,0.61
SL00352,PR003,CL001,cardiology,2026-04-29T16:30:00,2026-04-29T16:50:00,telehealth,follow_up,open,0.6
SL00353,PR003,CL001,cardiology,2026-04-30T08:00:00,2026-04-30T08:20:00,in_person,follow_up,open,0.42
SL00354,PR003,CL001,cardiology,2026-04-30T08:30:00,2026-04-30T08:50:00,telehealth,existing_concern,held,0.95
SL00355,PR003,CL001,cardiology,2026-04-30T09:00:00,2026-04-30T09:20:00,in_person,new_issue,held,0.67
SL00356,PR003,CL001,cardiology,2026-04-30T09:30:00,2026-04-30T09:50:00,in_person,existing_concern,open,0.56
SL00357,PR003,CL001,cardiology,2026-04-30T10:00:00,2026-04-30T10:20:00,telehealth,existing_concern,open,0.78
SL00358,PR003,CL001,cardiology,2026-04-30T10:30:00,2026-04-30T10:50:00,in_person,new_issue,open,0.93
SL00359,PR003,CL001,cardiology,2026-04-30T11:00:00,2026-04-30T11:20:00,in_person,new_issue,open,0.66
SL00360,PR003,CL001,cardiology,2026-04-30T11:30:00,2026-04-30T11:50:00,in_person,existing_concern,open,0.42
SL00361,PR003,CL001,cardiology,2026-04-30T13:00:00,2026-04-30T13:20:00,telehealth,existing_concern,open,0.56
SL00362,PR003,CL001,cardiology,2026-04-30T13:30:00,2026-04-30T13:50:00,telehealth,new_issue,open,0.63
SL00363,PR003,CL001,cardiology,2026-04-30T14:00:00,2026-04-30T14:20:00,in_person,new_issue,open,0.77
SL00364,PR003,CL001,cardiology,2026-04-30T14:30:00,2026-04-30T14:50:00,in_person,existing_concern,open,0.56
SL00365,PR003,CL001,cardiology,2026-04-30T15:00:00,2026-04-30T15:20:00,in_person,existing_concern,open,0.71
SL00366,PR003,CL001,cardiology,2026-04-30T15:30:00,2026-04-30T15:50:00,in_person,new_issue,open,0.68
SL00367,PR003,CL001,cardiology,2026-04-30T16:00:00,2026-04-30T16:20:00,in_person,existing_concern,held,0.88
SL00368,PR003,CL001,cardiology,2026-04-30T16:30:00,2026-04-30T16:50:00,in_person,existing_concern,open,0.85
SL00369,PR003,CL001,cardiology,2026-05-04T08:00:00,2026-05-04T08:20:00,telehealth,existing_concern,open,0.71
SL00370,PR003,CL001,cardiology,2026-05-04T08:30:00,2026-05-04T08:50:00,in_person,follow_up,open,0.48
SL00371,PR003,CL001,cardiology,2026-05-04T09:00:00,2026-05-04T09:20:00,in_person,existing_concern,held,0.42
SL00372,PR003,CL001,cardiology,2026-05-04T09:30:00,2026-05-04T09:50:00,in_person,new_issue,open,0.65
SL00373,PR003,CL001,cardiology,2026-05-04T10:00:00,2026-05-04T10:20:00,in_person,new_issue,open,0.6
SL00374,PR003,CL001,cardiology,2026-05-04T10:30:00,2026-05-04T10:50:00,telehealth,follow_up,open,0.53
SL00375,PR003,CL001,cardiology,2026-05-04T11:00:00,2026-05-04T11:20:00,in_person,follow_up,open,0.52
SL00376,PR003,CL001,cardiology,2026-05-04T11:30:00,2026-05-04T11:50:00,in_person,existing_concern,open,0.52
SL00377,PR003,CL001,cardiology,2026-05-04T13:00:00,2026-05-04T13:20:00,in_person,existing_concern,open,0.69
SL00378,PR003,CL001,cardiology,2026-05-04T13:30:00,2026-05-04T13:50:00,in_person,existing_concern,open,0.7
SL00379,PR003,CL001,cardiology,2026-05-04T14:00:00,2026-05-04T14:20:00,in_person,existing_concern,open,0.46
SL00380,PR003,CL001,cardiology,2026-05-04T14:30:00,2026-05-04T14:50:00,telehealth,existing_concern,open,0.87
SL00381,PR003,CL001,cardiology,2026-05-04T15:00:00,2026-05-04T15:20:00,telehealth,new_issue,open,0.47
SL00382,PR003,CL001,cardiology,2026-05-04T15:30:00,2026-05-04T15:50:00,telehealth,existing_concern,open,0.86
SL00383,PR003,CL001,cardiology,2026-05-04T16:00:00,2026-05-04T16:20:00,in_person,existing_concern,blocked,0.8
SL00384,PR003,CL001,cardiology,2026-05-04T16:30:00,2026-05-04T16:50:00,in_person,follow_up,open,0.62
SL00385,PR003,CL001,cardiology,2026-05-05T08:00:00,2026-05-05T08:20:00,in_person,existing_concern,open,0.45
SL00386,PR003,CL001,cardiology,2026-05-05T08:30:00,2026-05-05T08:50:00,in_person,existing_concern,open,0.53
SL00387,PR003,CL001,cardiology,2026-05-05T09:00:00,2026-05-05T09:20:00,in_person,new_issue,open,0.73
SL00388,PR003,CL001,cardiology,2026-05-05T09:30:00,2026-05-05T09:50:00,in_person,follow_up,open,0.79
SL00389,PR003,CL001,cardiology,2026-05-05T10:00:00,2026-05-05T10:20:00,in_person,new_issue,open,0.88
SL00390,PR003,CL001,cardiology,2026-05-05T10:30:00,2026-05-05T10:50:00,telehealth,new_issue,held,0.88
SL00391,PR003,CL001,cardiology,2026-05-05T11:00:00,2026-05-05T11:20:00,in_person,follow_up,open,0.59
SL00392,PR003,CL001,cardiology,2026-05-05T11:30:00,2026-05-05T11:50:00,telehealth,existing_concern,open,0.54
SL00393,PR003,CL001,cardiology,2026-05-05T13:00:00,2026-05-05T13:20:00,in_person,follow_up,open,0.69
SL00394,PR003,CL001,cardiology,2026-05-05T13:30:00,2026-05-05T13:50:00,in_person,existing_concern,open,0.85
SL00395,PR003,CL001,cardiology,2026-05-05T14:00:00,2026-05-05T14:20:00,in_person,new_issue,open,0.58
SL00396,PR003,CL001,cardiology,2026-05-05T14:30:00,2026-05-05T14:50:00,telehealth,new_issue,open,0.9
SL00397,PR003,CL001,cardiology,2026-05-05T15:00:00,2026-05-05T15:20:00,in_person,follow_up,open,0.78
SL00398,PR003,CL001,cardiology,2026-05-05T15:30:00,2026-05-05T15:50:00,in_person,existing_concern,open,0.84
SL00399,PR003,CL001,cardiology,2026-05-05T16:00:00,2026-05-05T16:20:00,in_person,new_issue,open,0.54
SL00400,PR003,CL001,cardiology,2026-05-05T16:30:00,2026-05-05T16:50:00,in_person,existing_concern,held,0.88
SL00401,PR004,CL003,orthopedics,2026-04-22T08:00:00,2026-04-22T08:40:00,in_person,existing_concern,open,0.7
SL00402,PR004,CL003,orthopedics,2026-04-22T08:30:00,2026-04-22T09:10:00,telehealth,follow_up,held,0.41
SL00403,PR004,CL003,orthopedics,2026-04-22T09:00:00,2026-04-22T09:40:00,in_person,new_issue,open,0.67
SL00404,PR004,CL003,orthopedics,2026-04-22T09:30:00,2026-04-22T10:10:00,in_person,new_issue,open,0.74
SL00405,PR004,CL003,orthopedics,2026-04-22T10:00:00,2026-04-22T10:40:00,telehealth,existing_concern,open,0.86
SL00406,PR004,CL003,orthopedics,2026-04-22T10:30:00,2026-04-22T11:10:00,in_person,existing_concern,open,0.62
SL00407,PR004,CL003,orthopedics,2026-04-22T11:00:00,2026-04-22T11:40:00,telehealth,existing_concern,open,0.58
SL00408,PR004,CL003,orthopedics,2026-04-22T11:30:00,2026-04-22T12:10:00,in_person,follow_up,held,0.72
SL00409,PR004,CL003,orthopedics,2026-04-22T13:00:00,2026-04-22T13:40:00,in_person,new_issue,open,0.6
SL00410,PR004,CL003,orthopedics,2026-04-22T13:30:00,2026-04-22T14:10:00,in_person,follow_up,open,0.61
SL00411,PR004,CL003,orthopedics,2026-04-22T14:00:00,2026-04-22T14:40:00,in_person,follow_up,open,0.72
SL00412,PR004,CL003,orthopedics,2026-04-22T14:30:00,2026-04-22T15:10:00,in_person,new_issue,open,0.65
SL00413,PR004,CL003,orthopedics,2026-04-22T15:00:00,2026-04-22T15:40:00,telehealth,new_issue,open,0.8
SL00414,PR004,CL003,orthopedics,2026-04-22T15:30:00,2026-04-22T16:10:00,in_person,follow_up,open,0.43
SL00415,PR004,CL003,orthopedics,2026-04-22T16:00:00,2026-04-22T16:40:00,in_person,follow_up,open,0.69
SL00416,PR004,CL003,orthopedics,2026-04-22T16:30:00,2026-04-22T17:10:00,in_person,existing_concern,open,0.71
SL00417,PR004,CL003,orthopedics,2026-04-23T08:00:00,2026-04-23T08:40:00,in_person,follow_up,open,0.75
SL00418,PR004,CL003,orthopedics,2026-04-23T08:30:00,2026-04-23T09:10:00,in_person,follow_up,open,0.53
SL00419,PR004,CL003,orthopedics,2026-04-23T09:00:00,2026-04-23T09:40:00,in_person,existing_concern,open,0.93
SL00420,PR004,CL003,orthopedics,2026-04-23T09:30:00,2026-04-23T10:10:00,in_person,existing_concern,open,0.87
SL00421,PR004,CL003,orthopedics,2026-04-23T10:00:00,2026-04-23T10:40:00,in_person,follow_up,open,0.79
SL00422,PR004,CL003,orthopedics,2026-04-23T10:30:00,2026-04-23T11:10:00,in_person,new_issue,open,0.77
SL00423,PR004,CL003,orthopedics,2026-04-23T11:00:00,2026-04-23T11:40:00,in_person,existing_concern,open,0.53
SL00424,PR004,CL003,orthopedics,2026-04-23T11:30:00,2026-04-23T12:10:00,in_person,follow_up,open,0.51
SL00425,PR004,CL003,orthopedics,2026-04-23T13:00:00,2026-04-23T13:40:00,telehealth,follow_up,open,0.62
SL00426,PR004,CL003,orthopedics,2026-04-23T13:30:00,2026-04-23T14:10:00,in_person,new_issue,open,0.48
SL00427,PR004,CL003,orthopedics,2026-04-23T14:00:00,2026-04-23T14:40:00,telehealth,follow_up,open,0.71
SL00428,PR004,CL003,orthopedics,2026-04-23T14:30:00,2026-04-23T15:10:00,telehealth,follow_up,open,0.5
SL00429,PR004,CL003,orthopedics,2026-04-23T15:00:00,2026-04-23T15:40:00,in_person,existing_concern,open,0.72
SL00430,PR004,CL003,orthopedics,2026-04-23T15:30:00,2026-04-23T16:10:00,in_person,follow_up,blocked,0.78
SL00431,PR004,CL003,orthopedics,2026-04-23T16:00:00,2026-04-23T16:40:00,telehealth,new_issue,open,0.58
SL00432,PR004,CL003,orthopedics,2026-04-23T16:30:00,2026-04-23T17:10:00,in_person,follow_up,held,0.7
SL00433,PR004,CL003,orthopedics,2026-04-24T08:00:00,2026-04-24T08:40:00,telehealth,follow_up,open,0.41
SL00434,PR004,CL003,orthopedics,2026-04-24T08:30:00,2026-04-24T09:10:00,in_person,follow_up,open,0.89
SL00435,PR004,CL003,orthopedics,2026-04-24T09:00:00,2026-04-24T09:40:00,in_person,existing_concern,open,0.51
SL00436,PR004,CL003,orthopedics,2026-04-24T09:30:00,2026-04-24T10:10:00,telehealth,new_issue,blocked,0.73
SL00437,PR004,CL003,orthopedics,2026-04-24T10:00:00,2026-04-24T10:40:00,in_person,new_issue,open,0.88
SL00438,PR004,CL003,orthopedics,2026-04-24T10:30:00,2026-04-24T11:10:00,in_person,existing_concern,open,0.5
SL00439,PR004,CL003,orthopedics,2026-04-24T11:00:00,2026-04-24T11:40:00,telehealth,existing_concern,open,0.75
SL00440,PR004,CL003,orthopedics,2026-04-24T11:30:00,2026-04-24T12:10:00,in_person,new_issue,open,0.88
SL00441,PR004,CL003,orthopedics,2026-04-24T13:00:00,2026-04-24T13:40:00,in_person,existing_concern,open,0.74
SL00442,PR004,CL003,orthopedics,2026-04-24T13:30:00,2026-04-24T14:10:00,in_person,new_issue,open,0.63
SL00443,PR004,CL003,orthopedics,2026-04-24T14:00:00,2026-04-24T14:40:00,in_person,new_issue,open,0.58
SL00444,PR004,CL003,orthopedics,2026-04-24T14:30:00,2026-04-24T15:10:00,in_person,existing_concern,open,0.92
SL00445,PR004,CL003,orthopedics,2026-04-24T15:00:00,2026-04-24T15:40:00,in_person,new_issue,held,0.71
SL00446,PR004,CL003,orthopedics,2026-04-24T15:30:00,2026-04-24T16:10:00,in_person,new_issue,open,0.79
SL00447,PR004,CL003,orthopedics,2026-04-24T16:00:00,2026-04-24T16:40:00,in_person,new_issue,open,0.49
SL00448,PR004,CL003,orthopedics,2026-04-24T16:30:00,2026-04-24T17:10:00,in_person,existing_concern,open,0.45
SL00449,PR004,CL003,orthopedics,2026-04-27T08:00:00,2026-04-27T08:40:00,in_person,follow_up,open,0.72
SL00450,PR004,CL003,orthopedics,2026-04-27T08:30:00,2026-04-27T09:10:00,telehealth,new_issue,open,0.73
SL00451,PR004,CL003,orthopedics,2026-04-27T09:00:00,2026-04-27T09:40:00,in_person,new_issue,open,0.54
SL00452,PR004,CL003,orthopedics,2026-04-27T09:30:00,2026-04-27T10:10:00,telehealth,follow_up,open,0.83
SL00453,PR004,CL003,orthopedics,2026-04-27T10:00:00,2026-04-27T10:40:00,in_person,existing_concern,open,0.94
SL00454,PR004,CL003,orthopedics,2026-04-27T10:30:00,2026-04-27T11:10:00,in_person,existing_concern,open,0.69
SL00455,PR004,CL003,orthopedics,2026-04-27T11:00:00,2026-04-27T11:40:00,in_person,new_issue,open,0.71
SL00456,PR004,CL003,orthopedics,2026-04-27T11:30:00,2026-04-27T12:10:00,in_person,existing_concern,open,0.94
SL00457,PR004,CL003,orthopedics,2026-04-27T13:00:00,2026-04-27T13:40:00,in_person,existing_concern,open,0.82
SL00458,PR004,CL003,orthopedics,2026-04-27T13:30:00,2026-04-27T14:10:00,in_person,new_issue,open,0.47
SL00459,PR004,CL003,orthopedics,2026-04-27T14:00:00,2026-04-27T14:40:00,telehealth,existing_concern,open,0.83
SL00460,PR004,CL003,orthopedics,2026-04-27T14:30:00,2026-04-27T15:10:00,in_person,existing_concern,open,0.48
SL00461,PR004,CL003,orthopedics,2026-04-27T15:00:00,2026-04-27T15:40:00,in_person,existing_concern,open,0.83
SL00462,PR004,CL003,orthopedics,2026-04-27T15:30:00,2026-04-27T16:10:00,telehealth,new_issue,open,0.79
SL00463,PR004,CL003,orthopedics,2026-04-27T16:00:00,2026-04-27T16:40:00,in_person,follow_up,open,0.9
SL00464,PR004,CL003,orthopedics,2026-04-27T16:30:00,2026-04-27T17:10:00,in_person,follow_up,open,0.83
